Names,Soil_Types,Plant_Category,Season,Watering,Fertilization_List,Fertilization_Time,Best_Growing_Areas,Temperature,Soil_Temperature,Precipitation,Soil_Moisture,Sunshine_Duration,Humid
hedyotis strigulosa,"[""Sandy loam"",""Clay loam"",""Loamy sand""]",Wildflower,"[""Spring"",""Summer""]",2-3 hours interval,"[""Organic fertilizer"",""Slow-release fertilizer""]",4-6 (weeks interval),"[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]",21.5,20.0,1000.0,0.25,25000,80
chrysopsis angustifolia,"[""Well-drained"",""Sandy"",""Loamy""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based"",""Phosphorus-based""]",4 (weeks interval),"[""Southwestern United States"",""Mexico""]",20.0,20.0,700.0,0.3,30000,60
chrysopsis hispida,"[""Sandy"",""Loamy""]",Perennial,"[""Late spring"",""Summer"",""Early fall""]",Every 3 days,"[""Organic compost"",""Slow-release granular fertilizer""]",Every 4 weeks,"[""Eastern United States"",""Southern Canada""]",20.0,15.0,750.0,0.225,28800,70
chrysopsis scabrifolia,"[""Sandy loam"",""Loam"",""Clay""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",8,"[""North America"",""Europe"",""Asia""]",22.5,21.0,550.0,0.2,21600,60
chrysopsis stenophylla,"[""Sandy"",""Loamy""]",Flowering Plant,"[""Late Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""North America"",""Europe""]",20.0,21.0,500.0,0.2,30000,70
hedysarum sulphurescens,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Mediterranean region""]",20.0,16.0,500.0,0.2,4000,60
helictotrichon sulcatum,"[""Loam"",""Sandy loam"",""Clay loam""]",Grass,"[""Spring"",""Summer""]",2,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Mediterranean"",""Temperate"",""Subtropical""]",20.0,15.0,650.0,0.3,25000,70
avenochloa sulcata,"[""Loamy"",""Sandy""]",Grass,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Potassium""]",6,"[""North America"",""Europe"",""Asia""]",25.0,21.5,700.0,0.2,22000,60
hedyotis suborthogona,"[""Loamy"",""Sandy""]",Herb,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",06-Apr,"[""Tropical regions"",""Subtropical regions""]",21.5,25.0,1250.0,0.3,25000,80
heterotheca subaxillaris,"[""Sandy"",""Loamy""]",Flowering Plant,"[""Summer"",""Autumn""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southwestern United States"",""Mexico""]",22.5,17.5,350.0,0.4,25000,70
chrysopsis scabra,"[""Well-drained soil"",""Sandy soil""]",Flowering Plant,"[""Late spring"",""Summer""]",2,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""North America"",""Europe""]",20.0,15.0,750.0,0.35,20000,60
heterotheca lamarckii,"[""Sandy"",""Loamy"",""Clayey""]",Flowering Plant,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,20.0,650.0,0.3,18000,70
heterotheca latifolia,"[""Sandy loam"",""Loam"",""Clay loam""]",Flowering plant,"[""Late spring"",""Summer"",""Early fall""]",48,"[""NPK"",""Compost""]",4,"[""North America"",""South America"",""Europe""]",20.0,20.0,450.0,0.3,36000,80
heterotheca psammophila,"[""Sandy loam"",""Loam"",""Silty loam""]",Flowering plant,"[""Spring"",""Summer""]",24,"[""NPK fertilizer"",""Organic compost""]",4,"[""Southwestern United States"",""Northwestern Mexico""]",22.5,21.5,350.0,0.3,4000,70
heterotheca scabra,"[""Sandy Loam"",""Loam"",""Clay""]",Flower,"[""Spring"",""Summer"",""Autumn""]",2-3 hours interval,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4 weeks interval,"[""Southwestern United States"",""Mexico""]",20.0,22.5,600.0,0.35,30000,70
heterocentron subtriplinervium,"[""Well-drained soil"",""Loamy soil"",""Sandy soil""]",Flowering plant,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",22.5,22.5,1500.0,0.25,22000,70
heterocentron macrostachyum,"[""Loam"",""Sandy loam"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""NPK fertilizers"",""Organic compost""]",4-6 (weeks interval),"[""Tropical regions"",""Subtropical regions""]",25.0,21.5,1500.0,0.4,50000,80
heliotropium supinum,"[""Sandy loam"",""Loamy sand""]",Herb,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,"[""Mediterranean region"",""North Africa"",""Middle East""]",20.0,21.5,400.0,0.45,22000,70
heliconia subulata,"[""Sandy loam"",""Clay loam"",""Organic rich soil""]",Flowering Plant,"[""All year round""]",48,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Tropical regions"",""Subtropical regions""]",26.0,27.5,2250.0,0.45,30000,80
heteropterys syringifolia,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",48,"[""Organic fertilizer"",""Slow-release fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",22.5,22.5,1000.0,0.4,20000,70
hedysarum tauricum,"[""Loam"",""Sandy loam""]",Perennial,"[""Spring"",""Summer""]",3,"[""NPK fertilizers""]",4,"[""Mediterranean region"",""Central Asia""]",20.0,15.0,450.0,0.3,22000,60
heliotropium ternatum,"[""Well-drained"",""Sandy"",""Loamy""]",Flowering Plant,"[""Spring"",""Summer"",""Autumn""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical"",""Subtropical"",""Mediterranean""]",21.5,20.0,650.0,0.3,20000,60
hedyotis terminalis,"[""Loamy"",""Sandy""]",Herbaceous perennial,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,27.5,1150.0,0.4,22000,80
gouldia affinis,"[""Loam"",""Sandy Loam"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",12,"[""NPK""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,750.0,0.3,600,80
gouldia hirtella,"[""Sandy loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",2,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,150.0,0.2,30000,60
gouldia terminalis,"[""Sandy loam"",""Clay loam"",""Loamy soil""]",Flowering plant,"[""Spring"",""Summer""]",Every 3-4 days,"[""NPK fertilizer"",""Organic compost""]",Every 2-3 weeks,"[""Tropical regions"",""Subtropical regions""]",27.5,22.5,150.0,0.4,10,70
kadua affinis,"[""Loam"",""Sandy Loam"",""Clay""]",Flowering Plant,"[""Summer"",""Rainy""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,21.5,125.0,0.4,24000,70
heliotropium tenellum,"[""Sandy Loam"",""Clay Loam""]",Herb,"[""Spring"",""Summer""]",03-Feb,"[""All-purpose fertilizer"",""Organic compost""]",4,"[""Tropical"",""Subtropical""]",25.0,20.0,650.0,0.3,22000,70
lithococca tenella,"[""Sandy loam"",""Silty clay loam""]",Flowering Plant,"[""Summer""]",24,"[""NPK fertilizers"",""Organic fertilizers""]",4,"[""Tropical regions"",""Subtropical regions""]",21.5,22.5,750.0,0.3,8000,80
heliotropium texanum,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Flowering Plant,"[""Late Spring"",""Summer"",""Early Fall""]",4,"[""NPK 10-10-10"",""Organic Compost""]",4,"[""Texas"",""Arizona"",""New Mexico""]",22.5,21.0,600.0,0.3,22000,60
hesperocnide tenella,"[""Sandy loam"",""Silt loam""]",Flowering plant,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""California"",""Baja California"",""Mexico""]",20.0,25.0,400.0,0.2,30000,70
hechtia texensis,"[""Sandy Loam"",""Clay Loam"",""Silt Loam""]",Ornamental Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""10-10-10"",""14-14-14""]",6 (weeks interval),"[""South Texas"",""Coastal Plains""]",30.0,22.5,750.0,0.3,25000,60
hechtia scariosa,"[""Sandy loam"",""Loamy sand""]",Succulent,"[""Summer""]",10-Jul,"[""Nitrogen-based"",""Potassium-based""]",4,"[""Mexico"",""Guatemala"",""Honduras""]",25.0,20.0,750.0,0.2,30000,70
hesperolinon tehamense,"[""Sandy loam"",""Silt loam""]",Flowering plant,"[""Spring"",""Summer""]",6 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 weeks interval,"[""California"",""Oregon"",""Washington""]",20.0,20.0,400.0,0.3,25000,70
hermannia texana,"[""Sandy"",""Loamy""]",Flowering Plant,"[""Spring"",""Summer""]",24,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Texas"",""Southern United States""]",25.0,20.0,500.0,0.4,4000,60
heteranthera,"[""Sandy loam"",""Clay loam"",""Silt loam""]",Aquatic plant,"[""Spring"",""Summer""]",2,"[""Nitrogen-based"",""Phosphorous-based""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,21.5,150.0,0.3,22000,60
heterocentron,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Flowering Plant,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,750.0,0.3,20000,70
heterocladium,"[""Loamy"",""Sandy"",""Clay""]",Heterocladium,"[""Spring"",""Summer""]",3,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,"[""Temperate regions"",""Humid regions""]",20.0,16.0,750.0,0.3,20000,70
heterocarpon,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering Plant,"[""Summer""]",2,"[""NPK fertilizers"",""Organic compost""]",4,"[""Tropical regions"",""Subtropical regions""]",20.0,25.0,750.0,0.3,15000,60
heterocyphelium species,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Heterocyphelium,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subtropical regions""]",15.0,20.0,750.0,0.3,30000,60
heterodermia,"[""Loam"",""Sandy Loam"",""Clay""]",Moss,"[""Autumn"",""Winter"",""Spring""]",4,"[""Organic compost"",""Slow-release fertilizer""]",12,"[""Temperate forests"",""Mountains"",""Shaded areas""]",17.5,15.0,150.0,0.3,600,80
heteranthemis,"[""Sandy Loam"",""Loamy Sand"",""Silt Loam""]",Flowering Plant,"[""Spring"",""Summer"",""Autumn""]",Every 2 days,"[""Nitrogen"",""Phosphorus"",""Potassium""]",Every 4 weeks,"[""Tropical"",""Subtropical"",""Mediterranean""]",25.0,21.5,750.0,0.4,20000,70
heteropterys,"[""Loamy"",""Sandy""]",Climbing plant,"[""Summer"",""Rainy season""]",Every 3 days,"[""Slow-release fertilizer"",""Organic compost""]",Every 4 weeks,"[""Tropical regions"",""Subtropical regions""]",25.0,27.5,1250.0,0.4,30000,70
heterocodon,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering plant,"[""Spring"",""Summer""]",72,"[""NPK 10-10-10"",""Organic compost""]",4,"[""North America"",""Europe"",""Asia""]",17.5,17.5,750.0,0.45,20000,60
heteranthelium,"[""Sandy Loam"",""Clay Loam""]",Grass,"[""Spring"",""Summer"",""Autumn""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Mild coastal areas""]",25.0,20.0,650.0,0.3,20000,70
heteropappus,"[""Loamy"",""Sandy""]",Perennial Flower,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""North America"",""Asia""]",20.0,15.0,500.0,0.3,30000,60
heterogonium,"[""Loam"",""Silt"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",12,"[""NPK"",""Organic compost""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,650.0,0.3,30000,60
heteropteris,"[""Sandy loam"",""Clay loam"",""Silt loam""]",Herb,"[""Spring"",""Summer""]",3,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,27.5,1500.0,0.4,20000,60
heteromeles,"[""Sandy loam"",""Loam"",""Clay""]",Shrub,"[""Spring"",""Summer"",""Autumn""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Coastal regions"",""Mediterranean climate areas""]",20.0,15.0,750.0,0.3,3000,60
heteropogon,"[""Sandy"",""Loam"",""Clay""]",Grass,"[""Summer""]",48 hours interval,"[""Nitrogen-based"",""Phosphorous-based"",""Potassium-based""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",25.0,17.5,750.0,0.225,3000,70
heterosperma,"[""Sandy"",""Loamy"",""Clayey""]",Flowering Plant,"[""Spring"",""Summer"",""Autumn""]",4 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 weeks interval,"[""Mediterranean"",""Subtropical"",""Tropical""]",15.0,20.0,750.0,0.4,25000,60
heterotheca,"[""Sandy loam"",""Clay loam"",""Loamy sand""]",Herbaceous plant,"[""Spring"",""Summer"",""Autumn""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""South America"",""Europe""]",20.0,15.0,650.0,0.3,20000,60
helenium thurberi,"[""Sandy loam"",""Loam"",""Clay""]",Perennial,"[""Spring"",""Summer""]",Every 2 days,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",Every 4 weeks,"[""Southwestern United States"",""Mexico""]",20.0,15.0,400.0,0.3,2500,60
heliotropium torreyi,"[""Sandy loam"",""Loamy sand""]",Flowering Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",6 (weeks interval),"[""Southwestern United States"",""Northern Mexico""]",20.0,25.0,550.0,0.3,25000,60
heliotropium angustifolium,"[""Sandy loam"",""Clay loam""]",Flowering plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4 (weeks interval),"[""Mediterranean region"",""Southwestern United States"",""Australia""]",20.0,20.0,750.0,0.3,30000,60
hedeoma todsenii,"[""Sandy loam"",""Loamy sand""]",Herb,"[""Late spring"",""Summer""]",2,"[""NPK 10-10-10"",""Compost""]",4,"[""Arizona"",""New Mexico"",""Texas""]",22.5,17.5,600.0,0.3,22000,60
herpetineuron toccoae,"[""Loamy"",""Sandy"",""Clayey""]",Herb,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical Rainforests"",""Subtropical Regions""]",25.0,20.0,650.0,0.4,2500,70
hedyotis tomentosa,"[""Sandy loam"",""Loamy sand"",""Silty loam""]",Herbaceous plant,"[""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",06-Apr,"[""Tropical regions"",""Subtropical regions""]",22.5,22.5,1000.0,0.3,15000,80
heterodermia tropica,"[""Sandy Loam"",""Loam"",""Clay""]",Moss,"[""Year-round""]",12,"[""Organic Fertilizer""]",8,"[""Tropical Rainforests"",""Subtropical Forests""]",27.5,22.5,150.0,0.3,2500,80
anaptychia tropica,"[""Sandy"",""Loamy"",""Clayey""]",Moss,"[""Summer"",""Rainy""]",2,"[""Organic fertilizers"",""Slow-release fertilizers""]",4,"[""Tropical rainforests"",""Temperate forests""]",22.5,20.0,750.0,0.3,1500,80
hedyotis tryblium,"[""Loam"",""Sandy loam"",""Clay loam""]",Herb,"[""Start of summer"",""Spring"",""Autumn""]",48,"[""Nitrogen-based"",""Phosphorus-based""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,750.0,0.3,8000,80
kadua tryblium,"[""Loam"",""Sandy Loam"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",03-Feb,"[""NPK 10-10-10"",""Organic Compost""]",4,"[""Tropical Regions"",""Subtropical Regions""]",25.0,20.0,150.0,0.3,20000,70
jerusalem artichoke,"[""Loamy"",""Sandy""]",Perennial Flower,"[""Early Spring"",""Late Fall""]",02-Jan,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,15.0,625.0,0.3,22000,60
herzogiella turfacea,"[""Loam"",""Silt"",""Clay""]",Moss,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Shaded areas"",""Damp areas"",""Forests""]",17.5,16.0,150.0,0.3,6000,80
isopterygium turfaceum,"[""Well-drained"",""Humus-rich""]",Fern,"[""Year-round""]",24,"[""Organic fertilizer"",""Liquid fertilizer""]",4,"[""Tropical rainforests"",""Temperate forests""]",17.5,20.0,1500.0,0.45,30000,90
plagiothecium turfaceum,"[""Loam"",""Clay"",""Sandy""]",Moss,"[""Spring"",""Summer"",""Autumn""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Shaded areas"",""Wetlands""]",15.0,15.0,150.0,0.4,6000,80
sharpiella turfacea,"[""Well-drained soil"",""Sandy soil""]",Flowering Plant,"[""Summer"",""Rainy season""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 (weeks interval),"[""Tropical regions"",""Subtropical regions""]",25.0,21.5,1000.0,0.3,21600,60
hedyotis tuyamae,"[""Loam"",""Silt"",""Clay""]",Herb,"[""Summer"",""Rainy season""]",2-3 hours interval,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",22.5,17.5,125.0,0.35,20000,70
heuchera,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer"",""Fall""]",03-Feb,"[""10-10-10"",""20-20-20""]",4,"[""North America"",""Europe"",""Asia""]",17.0,15.0,750.0,0.3,22000,60
helianthella uniflora,"[""Well-drained"",""Sandy"",""Loamy""]",Flowering Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based"",""Phosphorus-based""]",4 weeks interval,"[""Mountainous regions"",""Alpine meadows""]",17.5,15.0,450.0,0.3,22000,70
heterodraba unilateralis,"[""Loamy soil"",""Sandy soil"",""Clay soil""]",Flowering Plant,"[""Year-round""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4-6 weeks interval,"[""Tropical rainforests"",""Subtropical regions""]",25.0,20.0,750.0,0.4,22000,80
athysanus unilateralis,"[""Sandy"",""Loamy""]",Fungi,"[""All year round""]",48,"[""Organic compost"",""Liquid fertilizer""]",4,"[""Rainforests"",""Tropical regions""]",27.5,22.5,1500.0,0.5,20000,80
heliotropium undulatifolium,"[""Sandy Loam"",""Clay""]",Flowering Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4-6 weeks interval,"[""Coastal regions"",""Mediterranean climates""]",25.0,20.0,650.0,0.3,25000,60
helianthus uniflorus,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""North America"",""Europe"",""Asia""]",22.5,17.5,750.0,0.45,22000,60
hedysarum varium,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Late spring"",""Summer"",""Early autumn""]",02-Jan,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mountainous regions"",""Grasslands"",""Meadows""]",20.0,17.5,400.0,0.3,20000,60
helenium nuttallii,"[""Loam"",""Sandy loam""]",Perennial,"[""Summer""]",03-Feb,"[""Organic compost"",""Slow-release granular fertilizer""]",06-Apr,"[""Central United States"",""Southern Canada""]",20.0,15.0,750.0,0.4,20000,60
hedyotis vestita,"[""Loamy"",""Sandy""]",Herb,"[""Summer"",""Monsoon""]",2,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Himalayas"",""Western Ghats""]",22.5,20.0,1150.0,0.4,30000,80
oldenlandia vestita,"[""Sandy loam"",""Loam"",""Clay loam""]",Wildflower,"[""Summer"",""Rainy season""]",Every 3-4 days,"[""Slow-release fertilizer"",""Organic compost""]",Every 4-6 weeks,"[""Tropical regions"",""Subtropical regions""]",21.5,18.5,1350.0,0.225,20000,80
helianthus verticillatus,"[""Well-drained soil"",""Loamy soil""]",Flowering Plant,"[""Late Spring"",""Summer"",""Early Fall""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 weeks interval,"[""North America"",""Europe""]",22.5,17.5,750.0,0.25,3500,60
hedyotis vegrandis,"[""Well-drained soil"",""Loamy soil""]",Flowering Plant,"[""Spring"",""Summer""]",2-3 hours interval,"[""Organic fertilizers"",""Slow-release fertilizers""]",4-6 weeks interval,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,1250.0,0.4,25000,80
hebe venustula,"[""Sandy loam"",""Clay loam"",""Silt loam""]",Shrub,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Coastal regions"",""Mediterranean climate areas""]",15.0,20.0,750.0,0.3,3000,60
helictotrichon versicolor,"[""Well-drained sandy loam"",""Clay loam""]",Ornamental Grass,"[""Spring"",""Summer""]",2-3 hours interval,"[""Slow-release fertilizer"",""Organic compost""]",6 (weeks interval),"[""Full Sun"",""Partial Shade""]",20.0,15.0,750.0,0.3,25000,60
avenochloa versicolor,"[""Sandy"",""Loamy"",""Clay""]",Grass,"[""Spring"",""Summer""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Mild coastal areas""]",20.0,15.0,750.0,0.3,20000,60
helleborus viridis,"[""Well-drained soil"",""Sandy loam"",""Clay soil""]",Perennial,"[""Late winter"",""Early spring"",""Late spring""]",02-Jan,"[""Organic compost"",""Slow-release fertilizer""]",08-Apr,"[""Partial shade"",""Woodland gardens"",""Rock gardens""]",10.0,10.0,750.0,0.35,25000,70
hedysarum vicioides,"[""Loamy"",""Sandy"",""Clay""]",Perennial,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean"",""Temperate""]",17.5,17.5,750.0,0.25,20000,60
