Name,Image_URL,Description
AJI RICO,//territorialseed.com/cdn/shop/products/PP730_450x.jpg?v=1597273641,"Capsicum baccatum 61 days. A new development in conventional breeding brings us this award-winning, marvel of a pepper. Aji Rico's 2 ½–4 inch long, conical fruit ripen surprisingly early, especially for a spicy variety. Its large, very vigorous plants produce bushels of green to red-when-ripe fruit that's breathtakingly citrusy and sweet with a clean, medium spice. A great candidate for enjoying fresh at any stage of maturity, dried or cooked."
ANAHEIM COLLEGE 64,//territorialseed.com/cdn/shop/products/PP686_450x.jpg?v=1597273243,"74 days. If you like a medium sizzle for your palate, try these peppers. Same as the green Anaheim chilis you find in the grocery store, but better because you’ll get to eat them fresh and full of flavor! Anaheim College 64 yields 6–10 tasty fruit per plant, each 6–8 inches long. The thick-walled conical fruit turn from green to red. Excellent roasted and stuffed or minced into salsa and guacamole."
ARAPAHO,//territorialseed.com/cdn/shop/products/PP726_450x.jpg?v=1597273278,"65 days. No more waiting for the sweet-spicy flavor of a high-quality cayenne! Arapaho ripens well before other cayennes and delivers 8–9 inch long, wrinkled fruit that starts out green and ripens to brilliant red. The compact, vigorous plants are high yielding and provide excellent leaf cover to protect the fruit against sunscald."
BRIDGE TO PARIS,//territorialseed.com/cdn/shop/products/PP700_450x.jpg?v=1668557891,"83 days. We consider Bridge to Paris among the best all-around pepper we’ve grown. A sweet Italian type, this marvel offers staggeringly huge yields of big, elongated fruit with very few seeds and excellent flavor. Emerging green and ripening to red, the peppers can reach 7–9 inches long with a fruity taste. Enjoy the harvests fresh, fried, dried or smoked. The plants get tall, up to 30 inches in our trials, and load up with over two dozen fruit per plant. Thanks to Hudson Valley Seed for offering this exceptional de-hybridized pepper."
BUFFY,//territorialseed.com/cdn/shop/products/PP654_450x.jpg?v=1668557888,"75 days. Get ready for harvest baskets overflowing with hot peppers! The fruit from this extremely prolific plant burns, but not as hot as other Thai types. Very early to set fruit, this award-winning pepper will make your dishes sing. The juicy, 2 inch, thick-walled fruit emerge green and turn lipstick red when ripe."
CALIFORNIA WONDER 300,//territorialseed.com/cdn/shop/products/PP660_4_450x.jpg?v=1597273383,"65 days. Each plant produces wonderfully sweet bell peppers that are typically 4 lobed, thick-walled, and blocky. The leafy plant habit provides good scald protection and the large rich green fruit turn red on the bush. A great choice for cool growing conditions. TMV"
CANDY CANE CHOCOLATE CHERRY,//territorialseed.com/cdn/shop/products/PP684_450x.jpg?v=1635998270,"70–75 days. Just WOW! This little snacking pepper is as delicious as it looks, and its plant is pretty enough to fit right into the most stunning ornamental garden. The mini bell-shaped fruit is 3 ½ inches long and 2 ½ inches wide. It starts out green with white stripes and matures through red with white and finally to chocolate with red stripes. Tasty at any stage, it’s sweet and crispy. The bushy plants are bedecked with vibrant, variegated foliage. A great crop for in the garden or place them in containers prominently on the patio where you can impress your guests!"
DOUBLE UP,//territorialseed.com/cdn/shop/products/PP687_450x.jpg?v=1605910617,"70 days. Hey West Coast! Do you love bell peppers? Double Up is made to order for you! Big, green to red, blocky bells have a juicy sweet flavor and big payoffs. Larger-habit plants set a very concentrated flush of fruit; harvest them, and you'll get another flush of delicious bells. HR: BLS 0-3, 5, 7-8, TMV 0."
DRAGONFLY,//territorialseed.com/cdn/shop/products/PP658_450x.jpg?v=1643413396,"55 days. Dragonfly’s striking, deep purple, nearly black shade is guaranteed to impress! These elongated, 3 inch fruit emerge light green and quickly develop their dark pigment with thick walls and a pleasantly sweet flavor. Productive plants perform well even in growing conditions with lower fertility. Fruit maintains its purple hue for an extended period but will eventually ripen to red. HR: TMV, ToMV 0–2."
EARLY JALAPEÑO,//territorialseed.com/cdn/shop/products/PP683_450x.jpg?v=1597273497,"66 days. Most familiar in their green stage, jalapeños are hottest and fully ripe when they turn red. The stocky 2 foot tall plants will not fall over or break branches even with a heavy load of fruit. The short, 2–3 inch peppers are thick walled and juicy. Early Jalapeño will set fruit under cooler conditions than other jalapeño varieties. Use fresh, pickled, or in sauces."
FRESH BITES YELLOW,//territorialseed.com/cdn/shop/products/PP737_450x.jpg?v=1636000082,"85 days. How about a sweet, yellow snacking pepper straight off the plant that’s on your kitchen counter? Fresh Bites Yellow is the cutest crop that’s comfortable in a 6 inch pot and doesn’t require more than a sunny windowsill to produce its crunchy, tasty peppers. The plants will reach about 18 inches tall, put on lots of 2 ¼ inch long, wedge-shaped fruit, and look good the whole time!Kitchen Counter CollectionGardening isn’t restricted to people with enough land for planting. Recently we’re seeing a huge push for breeding development in food-producing plants that will flourish in containers with minimal care. We’ve hand-selected this assortment based on flavor, yield, ease of cultivation and appearance, so our gardeners with windowsill or patio space can enjoy the rewards of growing their own food at home. Each of these varieties produces attractive plants with lots of tasty fruit. Staking is recommended."
GATHERER'S GOLD SWEET ITALIAN,//territorialseed.com/cdn/shop/products/PP674_450x.jpg?v=1597272812,"70 days. A gorgeous, golden variation of the quintessential, sweet Italian frying pepper. Long, tapered, smooth-skinned fruit are sweet and tasty with relatively few seeds. Fruits remain golden even at full maturity and are superb fried or raw. Large, vigorous plants."
GOLDEN STAR,//territorialseed.com/cdn/shop/products/PP670_450x.jpg?v=1597272810,"62 days. The picture-perfect fruit is very thick walled and grows to a blocky, 4 inch size. Young peppers start out a shiny, medium-green then mature to a gorgeous, bright yellow. The crisp, sweet flavor makes this pepper perfect for fresh snacking."
HABANADA,//territorialseed.com/cdn/shop/products/PP719_450x.jpg?v=1597273271,"Capsicum chinense 70 days. This nearly fire-free habanero offers all the delicious, fruity, tropical flavor of a standard habanero but without the burn. At fully ripe—a glowing orange—Habanada has its most well-developed and complex flavor. Compact plants are great for small spaces or containers. Developed at Cornell University."
HABANERO,//territorialseed.com/cdn/shop/products/PP681_450x.jpg?v=1597273239,"Capsicum chinense 90-100 days. Habanero is about as hot as they come. When added to salsa or dip, this little pepper will make your taste buds shout! Compact 12 inch plants yield thin walled peppers that start out dark green and ripen to a pink-orange color. Start indoors in March. Seed is slow to germinate and should be kept at 80–85°F. Well worth the extra time."
ITALIAN PEPPERONCINI,//territorialseed.com/cdn/shop/products/PP668_450x.jpg?v=1597272806,"75 days. Even during cooler-than-average summers, we’ve been rewarded with many peppers per plant. The bushy plants provide good scald protection. Sweet yellow peppers turn red in the fall and become amazingly sweeter. Try this unique variety eaten raw or pickled in the traditional way. An Italian heirloom."
ITALIAN SWEET,//territorialseed.com/cdn/shop/products/PP664_3_450x.jpg?v=1597273386,"70 days. Produces a heavy set of 8 inch long, conical, thick walled, very sweet peppers that turn red very quickly. When fully ripe the fruit is amazingly tasty and great for making sweet pickles. Perfect for munching or in salad."
JIMMY NARDELLO'S,//territorialseed.com/cdn/shop/products/PP671_450x.jpg?v=1597272811,"75 days. An almost uncanny sweet, fruity flavor makes these peppers tempting and delightful eaten straight off the plant, but traditional Italian cuisine typically uses them for frying. The long, slender fruit will easily reach 6–9 inches starting green and ripening to red. Super productive, disease-resistant plants."
LA BOMBA II,//territorialseed.com/cdn/shop/products/PP688_450x.jpg?v=1597273246,"56 days. Our best tasting jalapeño! These 2 ½-3 ½ inch, early peppers have extra thick, ¼ inch walls. They have a hint of sweet followed by a mild flavor with no bitterness and finish with a burst of true jalapeño heat. Disease-resistant plants have a strong, upright habit and good leaf coverage to protect the fruit from sunscald. BLS 1–3, TMV."
