Name,Image URL 1,Description,Image_URL
"Heirloom Summer Garden Dancing, Joyous Sunflowers",,"(Helianthus annuus)
Cheerful, carefree heirloom sunflowers gladden both the eye and heart! Grow our blend of multicolored, branching Autumn Beauty and giant Mammoth sunflowers to offer nectar and pollen to foraging bees, butterflies and native pollinators, armfuls of blossoms for bouquets and oil-rich seed heads to sustain songbirds through winter.

Annual, Frost Tender
Ample 2.5 oz. seed covers 400 sq.ft.

Gardening Resources: Beneficials & Pollinators

For general information about pollinators visit: www.xerces.org/pollinator-conservation/

            
            
            
            
      			
              
                Seed Count: Weight: 70 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Bonus Pack
              An Heirloom Sunflower Forest",,"(Helianthus annuus)
Our own blend of tall, large flowering single sunflowers that grow like sunny beacons, mixed with slightly shorter, branching sunflowers that offer clusters of bright flower faces in many color combinations. The effect is literally like a forest with flower faces of all heights, shapes and colors.

These flowers will brighten your garden and heart all summer long and provide a sustaining feast for many types of pollinators. After the flowers are spent, seed heads form to sustain the birds. Plants approx. 200 ft.

            
            
            
            
      			
              
                Seed Count: Approx. 800 / Weight: 34.32 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Fragrant Sweet Peas
              April in Paris",,"(Lathyrus odoratus)
EXCLUSIVE - Developed by world-renowned breeder Dr. Keith Hammett, April in Paris is a perfect match of intoxicating fragrance, lovely form and captivating color with the most intense perfume of any sweet pea I have ever grown. The large ruffled blossoms are a soft primrose cream, tinted at the edges in dark lilac that deepens and increases with age. These strong growing vines produce heavy sets of long-stemmed flowers that beg to be cut for heavenly scented bouquets.
            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Exhibition Sweet Peas
              Blue Celeste",,"(Lathyrus odoratus)
EXCLUSIVE - The delicate soft shade of Celeste’s silky ruffled blooms reminds me most of the wonderful pale blue of my favorite spring iris. Blue Celeste’s alluring pastel blossoms are very perfumed and bloom abundantly, 4 to 5 to a stem. They make entrancing vase flowers with lovely luminous color, fragrance and form. You’ll have lots to cut as this British-bred specialty sweet pea offers a strong performance in the garden. These sweet blue flowers hold the eye and heart.
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Scented Sweet Peas
              Cheri Amour",,"(Lathyrus odoratus)
EXCLUSIVE – Expert sweet pea breeder Keith Hammett composed this romantic color palette of lovely flowers with ruffled wing petals. The carefully formulated blend includes salmon and pale pink bicolors, lavender with pink wings, deep lavender, rich rose and pastel pink. Cheri Amour’s long stemmed, fragrant blossoms, perfect to pick and arrange in naturally color-coordinated bouquets that will soften and perfume your home and heart.
            
            
            
            
      			
              
                Seed Count: Approx. 40-45 / Weight: 3.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Early Blooming Sweet Peas
              Chiffon Elegance",,"(Lathyrus odoratus)
EXCLUSIVE - Day-length neutral Elegance sweet peas are specially bred to reliably bloom several weeks earlier than any other sweet pea. Our Chiffon Elegance is a silky watercolor quartet of softly colored blossoms in pure white, deepest magenta-rose, soft shell pink and gorgeous lavender. These large and beautifully formed ruffled flowers bloom on vigorous long stems for many weeks. The tall climbing vines produce a very long season of lightly fragrant enchanting blooms to enjoy in the garden and for endless lavish bouquets.
            
            
            
            
      			
              
                Seed Count: Approx. 45-50 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Windowbox Sweet Peas
              Color Palette Cupid",,"(Lathyrus odoratus)
EXCLUSIVE – Color Palette Cupid is a lovely color mix of fragrant bush sweet peas perfect to grow in outdoor containers to decorate your patio, deck or any small space garden area. These diminutive vines grow just eight to 10 inches tall, then the sweetly scented big flowers bloom happily on softly cascading branches. Fill up your containers with this special blend of all the Cupid colors. You’ll have plants with blossoms in rose-pink and white, soft lavender, shell pink, and deep purple.
            
            
            
            
      			
              
                Seed Count: Approx. 40-45 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Heirloom Sweet Peas
              Cupani's Original",,"(Lathyrus odoratus)
Ours is an especially strong blooming strain of this heat tolerant treasured heirloom. Its ancestry can be traced to the first wild sweet peas from Sicily named for Father Francis Cupani, the Italian monk who discovered and sent them back to England in the 17th century. These intensely perfumed, beautifully bicolored flowers have petals of deep maroon purple and orchid-violet. The fragrance of these classic simple blossoms truly wafts in the air, delighting every passerby.
            
            
            
            
      			
              
                Seed Count: Approx. 35-40 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Container Sweet Peas
              Electric Blue",,"(Lathyrus sativus azureus)
EXCLUSIVE - We are proud to make this rare and unusual species sweet pea available for home gardeners. The dainty little flowers are an exquisite glowing blue color, some with rose-touched throats. The abundant singly born blossoms shine out like jewels against lushly tangled grassy foliage and gently curling tendrils. This long-blooming vining beauty reaches 3-4 feet tall and makes a wonderful garden accent in big pots with a short trellis, tumbling over a low wall or scrambling enticingly up a fence.
            
            
            
            
      			
              
                Seed Count: Approx. 20-25 / Weight: 3.5 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Scented Sweet Peas
              Fire and Ice",,"(Lathyrus odoratus)
EXCLUSIVE – Fire and Ice is our blend of winged and ruffled sweet peas in a trio of contrasting and complimentary colors: vivid orange/scarlet, soft creamy white and rich deep crimson. These vibrant, scented flowers bloom happily on tall climbing vines, offering many stems with multiple blossoms. Plant pretty Fire and Ice where the striking color combination can shine in the garden. Cut flowers often to enjoy their lovely scent indoors.
 

            
            
            
            
      			
              
                Seed Count: Approx. 40 / Weight: 2.75 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
"Windowbox Sweet Peas
              Heirloom Cupid",,"(Lathyrus odoratus)
EXCLUSIVE -Perfect for displaying on patios, decks or in small space gardens. Cupid is a very fragrant heirloom bush sweet pea that looks particularly lovely planted in containers or hanging baskets. Cupid’s short vines grow 8 to 10 inches tall, then flower in gracefully cascading stems of rose-pink, picotee edged blossoms. These old fashioned beauties have an ambrosial sweet pea scent that perfumes the air around them. Join us in rediscovering this marvelous antique variety, beloved by many generations.
            
            
            
            
      			
              
                Seed Count: Approx. 30-35 / Weight: 3 g",//www.reneesgarden.com/cdn/shop/t/95/assets/renees-garden-square.png?v=153523041165464904601689719570
